mu_Arew,mu_Apun,mu_R,mu_P,mu_xi,mu_d
0.64130496520805,0.10362075956620997,9.8760328629134,11.41677813005408,0.08152946809281988,0.44515119330688835
0.6381633127163591,0.08058143317889509,8.786831984993402,9.489305926323784,0.08009854528636431,0.42306984990111646
0.6182549369663035,0.10873267685292334,8.822151050463527,10.116134533594389,0.07499225800986774,0.40911998100567026
0.6334429621299824,0.09901752242588636,9.118721044273913,10.318274160181813,0.08942850818334439,0.41795903409559987
0.6318580980957185,0.09852849161361125,8.286604834536739,8.800893165896644,0.07703149338418903,0.3812397854901029
0.6496988536147655,0.08996077904053468,8.949448147900165,9.829076773396888,0.09354491584754453,0.39323645575482374
0.613375943319159,0.11288020902176628,8.710043374286288,10.249300449072699,0.07611940363449043,0.41869243975640197
0.5862225408954955,0.12460826822123429,8.704674795805918,11.133704276167611,0.08177706913868449,0.4226366250312856
0.5975569674056034,0.11226802453737984,9.057267882850638,11.156341702891424,0.08478786514209312,0.4203802858369254
0.6293318291757454,0.08621291138418294,8.717716673293793,9.595856160954256,0.07381484109942366,0.42893048377233767
0.6121735002594869,0.09548038608594633,8.72810516994567,9.444263910577545,0.07808582693035236,0.38808961137034076
0.5947917529181214,0.11864784627382054,8.959013306667172,11.051855343958001,0.07638385239282817,0.40603967855685075
0.6270963762973014,0.09103146297398076,9.080253472204507,10.236398232282436,0.08521529125276428,0.42431712173198394
0.5949724581194679,0.12690576804770592,8.936934687923362,11.121334400233843,0.07759366072684608,0.4097588333245406
0.6111369105528245,0.11014949116963035,8.782746243115346,10.329255657814324,0.07743073228951088,0.41192235710313246
0.5835171668715842,0.12602766101910037,8.793153009765739,11.097289510585341,0.08018795664651648,0.4157020832608031
0.5950142858715223,0.12803020658067374,8.250844495517411,9.954203561142617,0.06823971192601476,0.4028832833832227
0.6412477559600197,0.09685847238112995,8.941991490875,9.95273483724592,0.0877472661652998,0.414989269655127
0.6447882837744447,0.08639877822379413,9.57571663716146,10.505633937129362,0.08148171737904521,0.42911090563616133
0.5847639065164169,0.1297513963075147,8.591151870096132,10.970563386505049,0.07763967711237034,0.41319942592238507
0.6371159025137916,0.08578192107336326,8.962725374150294,9.967466373507035,0.08341325098774621,0.424086739679704
0.609402666069458,0.11139396101219731,8.75170425127955,10.343945585728743,0.07998209860547136,0.40165778279533176
0.6303024942714478,0.09162578304734136,9.032381525234396,9.941515761839351,0.08547492205932353,0.4312003900468943
0.6363473662828338,0.08730664512424625,8.755462538505965,9.66562191475873,0.08221742235342591,0.40499007823471006
0.6266594571503491,0.10773127563337273,8.917351326773364,10.076209208998264,0.07873326175951524,0.42251893854658296
0.6408449350705566,0.09889417831861114,9.18601192696543,10.178724035922656,0.07527990058810653,0.40568733074001156
0.6150153381938007,0.10663399036895271,9.046028133878186,10.588424730004082,0.08273109437286927,0.4389790420022217
0.6113457454926632,0.11737159354468486,9.255247172273055,10.994865511558519,0.07352463467498366,0.4378986654216362
0.6203670756985282,0.08918709482457896,8.250063213977164,9.161436282732614,0.06958921198644713,0.4003460921731546
0.6221058751648365,0.10171509747344601,8.552608751182225,9.78588054858345,0.07537926374547539,0.39296992863356434
0.6089965159600452,0.11138903131283494,8.20317461081711,9.53803442449342,0.06917425233379669,0.38793053113427245
0.6341787680973352,0.09902029077277624,9.43550144884949,10.961304674008614,0.07394031817139181,0.4308821045062919
0.6202696929762963,0.12334545829888871,9.297228789781887,10.973916694100106,0.0844947217227338,0.4331567442512769
0.6143963989115143,0.11416717241842966,8.60456659009847,9.872095828310721,0.06990659515154171,0.3931506309510055
0.62761114241482,0.09474238763720993,8.39919793236115,9.32713569592692,0.08199121310643584,0.3943042012666912
0.60859077344092,0.11440351540731432,8.7621955835447,10.38652866884719,0.08325055684164538,0.39954709161496305
0.6063096659871543,0.11366073797364065,9.17023979540399,10.935514015594801,0.07983080229754189,0.4066254211967952
0.6265671344622088,0.08063665423238747,7.987613320146345,8.664286079002348,0.07136992941659855,0.38501455420366915
0.5970851739946277,0.1162775380199319,8.748404076351909,10.34726261543868,0.07874917501314671,0.4014503039047892
0.61211740527876,0.10967815902382375,8.952564475395361,10.181476422051523,0.07994000022977599,0.400878792237784
0.6444454175823994,0.0911811944520767,9.372089444919277,10.174978482010472,0.08427410275367865,0.4162071667210507
0.6021811068697703,0.11002017930587028,8.553327878391455,10.334398491863125,0.07712114330543834,0.40961741487543213
0.6368719617684415,0.09899962347533528,8.935604453035737,10.092953839358445,0.08284456679462164,0.3992599283793447
0.6130861511224858,0.1128652444739978,8.773357395853441,10.339412365311038,0.08130487366436649,0.39605467944515615
0.6467649084483557,0.08981486267551989,9.32670189702488,9.979838200984963,0.08986688212629976,0.42997072318207735
0.6242239651304949,0.09606336839167433,9.236588072267908,10.036899467129263,0.08404578105093759,0.4216700641940647
0.6100037022744521,0.09977034823659768,8.158781253791307,9.389245001818558,0.07267055582384334,0.39276709877701066
0.6424169067597614,0.09372034192907107,9.015393933577828,9.824894276909463,0.07639403037631642,0.42260286111480033
0.6416372715193113,0.0939282610289395,9.555782333850646,10.442953597673906,0.08687158570046813,0.42184093957834795
0.6229922792319011,0.0979784310055244,9.03991382203172,10.503424334065215,0.08206904239478242,0.41770746539824244
0.5953966999618812,0.1071665070945979,8.522777180779276,9.779756054267798,0.07658616488151132,0.39323809653387537
0.5907887474777892,0.10840338867481264,8.810934074309833,10.418856545188405,0.07732005825275376,0.4059604534829148
0.6265864424812027,0.10300743401810596,9.17487232824709,10.762630868490154,0.08056033038410143,0.4308550403421764
0.63378237291699,0.10036603968194818,8.960031699882398,10.105825968342078,0.08147915370620676,0.41555983287498627
0.6240010518045561,0.1029569175557562,9.431527740284276,10.787233281069573,0.08337296530551534,0.4288051789503591
0.6244303630032588,0.10932990874692947,8.643774878367159,9.932104941418528,0.08171859850966605,0.4108348568455263
0.606955456658132,0.11045181599077865,8.13607895456667,9.569324442747124,0.0762691972092737,0.3921100455075146
0.6350440278471571,0.09676817489909648,9.289114759573863,10.508143303062234,0.0840365864475108,0.42463324128623237
0.6062721414509281,0.10712165247646184,8.245702184049186,9.380497942054358,0.06626339549479274,0.39622599008176834
0.6204744528349715,0.1262513193786445,9.082026827835806,10.422618130045434,0.07654826690835718,0.41275609794248835
0.6117339677740256,0.11127561107127994,9.136367439902173,10.753573067632864,0.0793329388114147,0.4119401455067738
0.6150377724815571,0.11626469640593537,8.968896603938585,10.830108839205515,0.07923671642463842,0.4125505541024743
0.6142308748179839,0.11218850314813386,8.332174707013552,9.389823913257729,0.08408296839883377,0.4013385898503929
