param,param_mean,hdi_low,hdi_high,param_std
mu_Arew,0.32563770589592345,0.1768680683217487,0.4749236448721449,0.08010302720781237
mu_Apun,0.12072391973887642,0.0522519581226527,0.1917623757147799,0.037749355766422736
mu_R,2.1242416614584707,0.775520590923786,3.575000336737044,0.7775776090901347
mu_P,3.904276373700788,2.403349216456756,5.70092164635991,0.9102381583695232
mu_xi,0.20143943726139105,0.1245456030510819,0.2794253512530053,0.0411150626724909
mu_d,0.4796094788161597,0.3413451712733112,0.6368794103340886,0.07805053420108893
