subjID,group,total,avg_rt,std_rt,Arew_mean,Arew_std,Apun_mean,Apun_std,R_mean,R_std,P_mean,P_std,xi_mean,xi_std,d_mean,d_std
1,A,105.0,0.51874,0.4325398431358665,0.5365376778010669,0.24392757568240248,0.11070962438011538,0.09640109773193672,0.1396473453787272,0.28387328259229155,5.460434326975134,3.7815554298559273,0.2654142194660051,0.15350543860800808,0.5923219964483721,0.1963526117306748
2,A,93.0,0.3519858333333333,0.2937774406462125,0.02429655162473257,0.030025574957978723,0.14867286093577026,0.05460513825188264,13.080135864042912,4.868659025520018,8.947084064621317,3.793370380855968,0.11065212413962701,0.04040373308789967,0.9908596130870286,0.013739438376532435
3,A,107.0,0.603785,0.524498705614863,0.4247112538758283,0.2576878806844678,0.5246512486249935,0.28246707087594664,2.977087781721155,2.4347109905823956,1.4175533566839031,1.9025625488857711,0.2982570826227111,0.1305053579488463,0.47095356882342354,0.19721993708058194
4,A,107.0,0.5717183333333333,0.23959871208033562,0.1498000857301072,0.060793200718440604,0.2023310665837435,0.06476037019048292,17.72044815643655,4.43182148857782,8.321279087424077,4.50935237336368,0.06386942096662657,0.029550653390974638,0.9533726495546004,0.052739054309625624
5,A,112.0,0.5278645833333333,0.20287537912224107,0.3197854280592617,0.24156510605387868,0.06185375262883789,0.06186649363715866,6.214634321432888,5.41080958114031,3.9575250311103845,3.280012499016879,0.17962868220171424,0.12157045335669621,0.0358197958491448,0.04587324903971201
6,A,99.0,0.6880425,0.2727273987465934,0.9220140983351292,0.07342724590264307,0.3348802035479024,0.15698988148041862,6.4813444672841865,4.827063515159808,4.677438028096311,3.0959060881521987,0.22840555742081067,0.09090700971301872,0.800183826195746,0.15263309013607604
7,A,102.0,0.6826058333333334,0.28217561266459384,0.9515236044046236,0.04371113363886004,0.07700388979098698,0.047393800085758,4.626850147017256,2.2683765974299783,5.9091810504840945,2.3193767591349728,0.16533799713845568,0.06469291825726332,0.03830919102236242,0.017609908347275133
8,A,113.0,0.35109999999999997,0.1448711151334178,0.5621523267036564,0.3018699047793188,0.13403667994714413,0.1325087920494681,1.6614411318019127,3.070930399474956,5.241493621778382,4.770787411065443,0.2178233649074607,0.14981611156432528,0.10187858287928077,0.11716108969292921
9,A,91.0,0.4939208333333333,0.3359738177784675,0.8831238805376735,0.10269718409247411,0.07573685905296185,0.06334036288478048,0.08955492966461569,0.11628649392648213,5.447964821381912,3.2808159082039015,0.23631856530902395,0.10797777151444768,0.25783052933965045,0.1100403772552192
10,A,97.0,0.42033333333333334,0.30281523060917676,0.594214399620808,0.2046542314263372,0.12386338346158285,0.10302961189630752,0.279060641484707,0.33542232412794043,8.19113659801053,4.255618929029674,0.19728222395752515,0.10503369393950375,0.5358449809463629,0.11813296551763028
11,A,118.0,0.5052933333333334,0.18192013184972747,0.15060536241460648,0.1479343062812202,0.07282889017410411,0.06906303671375909,4.270542301746839,3.505422426288674,3.8388091756745255,3.063130024590755,0.24260938317606856,0.17480164433959364,0.4575468832310539,0.28964711582386604
12,A,90.0,0.7465791666666667,0.5206281722425697,0.6735647881962825,0.21988337184254741,0.12726474792910242,0.1053208361107203,0.7421854564449827,1.1072129981398067,3.6587297572379174,3.695847802049753,0.3735167328670702,0.21063906096065357,0.1741366096989402,0.2101778621241406
13,A,105.0,0.722275,0.3285271922408656,0.051701299798500425,0.07171936595901351,0.16565102903198642,0.11193464073059184,2.156649519192482,4.887813703981802,1.5811195513975604,1.9984483227777476,0.35170742021127976,0.08854370726495216,0.05532902018275083,0.04862825243527306
14,A,109.0,0.3814666666666667,0.1799883761678947,0.43140197771200384,0.30449228804632217,0.1397674204153156,0.12544079520101473,0.7640137953277222,1.4824587554414421,2.9264768205936527,2.733258227752544,0.2970753869578964,0.19499041337040598,0.3498950266642659,0.27687534970008515
15,A,133.0,0.78065,0.8499879457478599,0.02927330830136657,0.02685902843370698,0.10970764913549534,0.06429533318983854,21.313439044229476,4.400433561455736,4.943599299108517,3.368823101970347,0.2116259252200776,0.06541349614447715,0.8591486633058294,0.08222457988434084
16,A,106.0,0.9051816666666667,2.6294376647863746,0.21159911048471264,0.11553335112249859,0.06029021486600676,0.04797327867184011,6.678280056609873,3.252097906472034,4.794506218572771,3.2885643421653055,0.19542790516827618,0.11581255145916276,0.7241213375371524,0.17254965012720025
17,A,124.0,0.8680116666666665,0.5259770063388914,0.804617753963991,0.1395538727640233,0.0860642263044599,0.06916532403185095,2.846579693212884,2.093258316921533,3.726569700723269,1.9213063776795039,0.21440782466690242,0.12468042719518727,0.43170377418109707,0.19497576233850014
18,A,97.0,0.4836041666666666,0.25723531571171476,0.06268016048859601,0.07967197546952114,0.3216032766812746,0.12818709483648186,1.0260372702380032,1.3946247602310178,12.932555447033378,4.622455781317335,0.16760906013424598,0.039785425442942786,0.9953911782447828,0.007537716009689303
19,A,110.0,0.5071833333333333,0.6031107552146252,0.7786937164939713,0.1507967709893977,0.08900588653112322,0.07405111588873352,0.9831626672515008,0.4564940601191102,7.181016167463985,2.8240108449690067,0.12435310948167293,0.07292986897233651,0.4722640452238611,0.10113570737132484
20,A,101.0,0.70921875,1.5169099229266838,0.48479019198103074,0.3093421806862257,0.10735857231169062,0.09860661121633169,0.39095044517249655,0.8790024951169583,3.5646260059303914,3.035054394427199,0.30653675433651467,0.18578729374323352,0.5995359576527463,0.2576874439036399
21,A,125.0,0.840875,0.6613767214744811,0.09485950276575437,0.09935355319190241,0.2979228071391622,0.12140224236834747,2.674748364323296,1.0765700839333312,0.6555890538753543,0.6266330015999722,0.046138859827428116,0.02748197429029671,0.14366168273172897,0.07077675189504351
22,A,103.0,0.9078916666666667,0.34907657459439406,0.6382484214357445,0.2685058049976936,0.10153584973052143,0.08897484060798164,0.1413276466687056,0.3586624563780038,5.182721198131133,3.826501463439293,0.305318911625758,0.1603878904939105,0.5016676446274865,0.1818118835062417
23,A,112.0,0.49945416666666664,0.1854211366034238,0.05153397839981626,0.08927729519852368,0.13335033418302814,0.16931273155048088,10.219194586060626,6.212440464275845,3.5026528615186012,2.9327789479519355,0.37579867124328076,0.21123905986801145,0.06341592601273545,0.05718229518167549
24,A,100.0,0.48242500000000005,0.2424746606176956,0.010101837325157317,0.01217184653156619,0.11309117978999496,0.03844292423447468,15.54202601401448,5.263223339821601,6.885989611772453,3.171805683760407,0.051108316682718966,0.023006511744438178,0.9795742992206963,0.029205252520467854
