subjID,group,total,avg_rt,std_rt,Arew_mean,Arew_std,Apun_mean,Apun_std,R_mean,R_std,P_mean,P_std,xi_mean,xi_std,d_mean,d_std
25,A,101.0,0.9822020833333334,0.7320580146891773,0.06713279893384305,0.08263678937447139,0.2738625730196029,0.13819082471729843,2.6299085314432333,3.7884872556403972,2.9102080856215715,2.589320043863751,0.6027117646655619,0.05725609137332403,0.07804381059254575,0.06120243275681771
26,A,108.0,0.9897458333333334,0.495361751214173,0.5234452632020168,0.20910295120300368,0.12047377999089684,0.10396482282988578,0.1346339897066759,0.1925549892501949,6.962776590943735,3.8021869426478117,0.16005552052843214,0.10659148158397234,0.4724499486769054,0.20095734729834128
27,A,110.0,0.31372916666666667,0.13013757777562004,0.852370627235026,0.1297664712481611,0.14430860663925169,0.12628071680662462,5.5281731746547065,3.9427110522108935,2.111350246277448,1.366682514496894,0.3147904828547894,0.11766032721667263,0.20829266166640736,0.2867633036731722
28,A,102.0,0.8560291666666668,1.6724164064757634,0.7401862469396651,0.21989123993233559,0.10409731919358725,0.09105061413361314,0.3809351058579949,0.6843707414368856,3.05547069413772,2.3474429100223584,0.28433250246273134,0.16646460333040763,0.3075693273325661,0.19374997514247982
29,A,115.0,0.47084166666666666,0.2757551599950378,0.8172259880015993,0.15906468006056235,0.09667926194931223,0.0828903702704531,0.2455108735430258,0.24528693322163977,3.5654833490962163,1.9248057730326755,0.18769234399520457,0.11967203680012148,0.3449316260224653,0.14396640648403153
30,A,119.0,0.3358333333333333,0.1370806534692462,0.21451512379378543,0.11558220106828701,0.18507563454979298,0.11419221542579053,12.541196015502939,4.659661684913721,3.441302214832835,3.0868792901127224,0.14694154690405195,0.0685980841737645,0.6585337925677448,0.21047607197685134
31,A,90.0,0.49410291666666667,0.3441057221743918,0.07574868708698185,0.08366976460024804,0.11634094053076974,0.11765458144515259,9.850708576275323,4.706396857603043,2.812335267968523,2.6013270577360923,0.17549608169393885,0.12271998873276292,0.3471705979436612,0.172931576674977
32,A,123.0,0.47521125000000003,0.18825468475384835,0.6011162359831635,0.20852427886428418,0.11206338407693227,0.0980027424561245,0.23339613049434804,0.2759176389541981,8.922757635749589,4.1008604023810555,0.10224645428252448,0.07810344248322776,0.707442796845008,0.13920529915472926
33,A,99.0,0.29983333333333334,0.4115009400218776,0.061307508466754354,0.04831517275896282,0.11333677725468638,0.054581460415265404,14.643596503974043,5.548597538121299,3.918740237092346,3.1509449691044003,0.18928377116721673,0.09790923648545748,0.8929250497294984,0.09491659191076607
34,A,110.0,0.6487541666666667,0.7913496553774267,0.6111762639094434,0.21226524708201755,0.1166146605228381,0.09991009895865394,0.15249335737867092,0.19707741313951868,7.967798996423165,3.998831529654997,0.13315630135879314,0.09038964918821438,0.7322861571405327,0.14186680378304378
35,A,99.0,0.8944558333333333,1.0679454473267689,0.07423375243094257,0.09863529833550053,0.14262493993943068,0.11499297807575677,1.4345668945748278,2.3983370346538755,4.203764758365894,3.42097278508999,0.2684143348613248,0.18463337321950057,0.4758407812359044,0.26441560382200874
36,A,108.0,0.9753195833333332,0.7510272085560503,0.10103282594546202,0.07282551267492698,0.16086618849768808,0.10648848210185628,15.086958560900182,6.018163022027176,3.559065942774773,2.9386256521613427,0.29739846853779467,0.11757261593072654,0.7241950596104403,0.19444422641638812
37,A,120.0,0.4684495833333333,0.15479684562836885,0.18821317954757416,0.11347019598052549,0.2170699561842353,0.17219060762512828,6.922142040642423,4.904867990852883,2.7982836942208076,2.588010556421275,0.11759151469525576,0.07142603499520529,0.4832807842509561,0.268538942704981
38,A,104.0,0.6440958333333334,0.32987673136992485,0.06046452588597787,0.06897043606910518,0.3162923262293042,0.19892058783855116,11.423781593361502,7.42496255286608,4.922478436865318,3.5852842913161256,0.4376108265167936,0.10294356551740895,0.11771911715728786,0.11471529955814383
39,A,106.0,0.70733875,0.309455397631771,0.5685482197084619,0.2196498976352078,0.11481043472892598,0.102499348963081,0.09232127218799938,0.1306082878638175,8.362635514786634,4.541890368212629,0.2096043128592461,0.11535824656500206,0.551389130312301,0.12600060197477175
40,A,108.0,0.4339954166666667,0.26066646492659235,0.8329917728315201,0.14374596777692947,0.22855266315927805,0.16186295724275537,2.9119335066587966,2.077901960190362,1.7934084319510115,1.4950268845201837,0.22640744440372987,0.13436120573519067,0.5980263028864251,0.2667905332310172
41,A,101.0,0.8533791666666666,0.7856607582576415,0.06680928286279891,0.08557163392446453,0.2394386064466501,0.15726793633914998,1.4330239605308714,2.6070630881919272,5.1007116240881905,4.003120524234668,0.5912617517676556,0.20753897881974886,0.13572091895015984,0.10025422323863316
42,A,104.0,0.6397454166666667,0.510291117218717,0.11163984784495706,0.06566804575481208,0.05723432465158467,0.042736908242482156,9.976680485149755,4.032572624808263,3.9978575377605465,3.077323399298526,0.1463633869006833,0.09798373434608189,0.9138534792773318,0.08438332862719007
43,A,106.0,0.41593,0.2750324231189237,0.2666916729386636,0.13334182660373778,0.0915593339047926,0.09073657135700232,0.495138246030839,0.7333648849679717,5.57612214994808,2.446170627874297,0.15542138190284704,0.09910094152652767,0.01045580635121187,0.008368836606341783
44,A,103.0,0.5609958333333334,0.29321191849804734,0.8866868662939447,0.12275736075684027,0.22145881994245717,0.16451377806705525,3.5849777464689323,4.629325304196568,3.9260252785061107,2.9727409218655123,0.39803827744344844,0.19579750599618478,0.2380487286511385,0.12161482411980598
45,A,106.0,0.4536541666666667,0.22685516943483025,0.06494042394971669,0.08305677092962051,0.21148104772481957,0.11579587124953285,0.5314927660663623,0.8471344022157917,4.844164809882823,3.128542243000678,0.21129518103000028,0.12128782885896452,0.8705080113537388,0.11837620690599683
