mu_Arew,mu_Apun,mu_R,mu_P,mu_xi,mu_d
0.3103396153622486,0.11991880415060564,2.636762430003785,3.8535270291292485,0.19248700735290147,0.5083972854620608
0.26615453363446495,0.1303168944631717,1.6624503678671199,3.302505352650878,0.17927671232236658,0.35748879006327167
0.36917709936173543,0.09624693752612083,2.1059455512800844,3.5315556742977114,0.1834647471072968,0.4225463225181292
0.5716346860500229,0.14256082095781375,0.8501429204350274,3.705480784188034,0.2635249971574168,0.3665196961709132
0.4542815198589315,0.1529001201247323,1.7682630659918703,4.04645541939547,0.24360834497513584,0.5852363968171502
0.36310678777621747,0.1380842826276643,2.3466349978105483,3.6212258217971267,0.19722756848521936,0.5119206415722403
0.41086948302356274,0.11590208872028838,1.243591921318482,3.8170922117066803,0.15329385828839281,0.446778997096701
0.5241648877684346,0.12742291287798438,0.859107389950427,4.349716183630471,0.25462338780951616,0.4164623456423382
0.4193724508655845,0.11759868522328841,3.075027987972482,3.704969443530694,0.24795733112677731,0.5930400204848438
0.2933949588136345,0.15545480804223893,1.9010392783874288,3.7864775193112745,0.25878648885178673,0.4702980021001648
0.38910374925562835,0.10984973675739686,1.5168208513805104,3.7763842311820626,0.13634256870560257,0.45533917525414885
0.40560637700737795,0.1769129578675296,1.3221263650673394,3.88729062313983,0.18877734721035816,0.5424541871041043
0.42099565644260034,0.1731009722987672,2.488150368556024,3.176674300545154,0.26274165652961173,0.5834844787292397
0.32640295642786393,0.15369070360760054,1.362297350736072,3.5067140196157203,0.24081072651281507,0.4363999707376386
0.3175502627461284,0.09795631974028712,2.00929721143784,3.2074399073424167,0.16926285066674482,0.49798253087973904
0.43857302245253593,0.1766439519535927,1.270641745898716,3.698105367024051,0.18941239168332852,0.48155462390485604
0.3371318643137169,0.11682079991606316,3.4074982246793586,3.515751905528322,0.24988440927197048,0.5235501226111452
0.3576426140041585,0.12472848320348096,1.5416017843678844,3.2813758338229158,0.24467077198491274,0.35173444364518236
0.3956007457568246,0.12073639829114433,2.2818438700046295,3.471062165320209,0.1619408442249403,0.5674242748674279
0.44994094861699924,0.19780695053351077,1.0025902579781556,4.47692330912629,0.21716555788508357,0.4353730201517703
0.32849002869433286,0.12261101437135899,1.2328879921946694,3.8045924222763534,0.2069975388872929,0.4429553510845213
0.40434862659901755,0.14840365195950034,1.0213449976011724,3.137677422401218,0.1732378194750414,0.47084320826771453
